name,city,countryOne,code,lat,lon,type,countryTwo,id
Tokunoshima Airport,Tokunoshima,Japan,TKN,27.83639908,128.8809967,air,,9e4b1b43-e566-41c3-b30d-90d765a83055
Fukui Airport,Fukui,Japan,FKJ,36.14279938,136.223999,air,,240c648e-6170-43d9-a68e-e4d0740ca51d
Gifu Airport,Gifu,Japan,QGU,35.39410019,136.8699951,air,,68303e8c-68f8-4019-9952-f632f643006a
Hamamatsu Airport,Hamamatsu,Japan,,34.75019836,137.7030029,air,,6958f4e6-f885-4fb2-9c7c-1a2fab0bed7e
Komatsu Airport,Kanazawa,Japan,KMQ,36.39459991,136.4069977,air,,f4d6b19a-273d-4658-8ec3-2542f210d873
Oki Airport,Oki Island,Japan,OKI,36.18109894,133.3249969,air,,6961fffd-65d9-4486-874b-678c5c788f07
Toyama Airport,Toyama,Japan,TOY,36.64830017,137.1880035,air,,8109b33e-451e-4cfc-b4fd-a3231c7d5d60
Shizuhama Airport,Yaizu,Japan,,34.81280136,138.2980042,air,,c238fd90-b2de-4d4d-9a29-8defd596cd24
Hiroshima Airport,Hiroshima,Japan,HIJ,34.43610001,132.9190063,air,,38617d7c-79ac-4d54-80e5-e62c55941531
Okayama Airport,Okayama,Japan,OKJ,34.75690079,133.8549957,air,,17c6bc3a-e0e1-4e5b-a48a-60056fdc69ae
Izumo Airport,Izumo,Japan,IZO,35.41360092,132.8899994,air,,2d8a8299-b938-41e3-b192-6a88fc807bf7
Hofu Airport,Hofu,Japan,,34.03469849,131.548996,air,,44136fd0-ef7e-4d3b-b853-91f1c5b61115
Miho Yonago Airport,Miho,Japan,YGJ,35.49219894,133.2359924,air,,a2840a10-5844-40bb-ad21-bb11e6fffa1f
Kōchi Ryōma Airport,Kochi,Japan,KCZ,33.546101,133.669006,air,,8e57e626-5eae-415e-9b20-1d5596b84997
Matsuyama Airport,Matsuyama,Japan,MYJ,33.82720184,132.6999969,air,,f32cf150-21ac-46b9-b8c3-0546fb507338
Osaka International Airport,Osaka,Japan,ITM,34.78549957,135.4380035,air,,066a4a45-c0c6-4f0c-915b-72fc44fe20a1
Tottori Airport,Tottori,Japan,TTJ,35.53010178,134.1670074,air,,4c4cc10a-8a64-48c5-8a1b-3c4f5d45b2cc
Tokushima Airport/JMSDF Air Base,Tokushima,Japan,TKS,34.132801,134.606995,air,,e719ba21-13ff-47b9-9ee8-8bdcd3a9043b
Takamatsu Airport,Takamatsu,Japan,TAK,34.21419907,134.0160065,air,,2e0e0abc-988a-441a-97a8-d8353d93a96b
Yao Airport,Osaka,Japan,,34.59629822,135.6029968,air,,b513fa5d-ea64-406c-b53b-46b2d406ad22
Ozuki Airport,Ozuki,Japan,,34.04529953,131.052002,air,,f0c60efb-3b34-4c13-b4a4-5691cb18a173
Aomori Airport,Aomori,Japan,AOJ,40.73469925,140.6909943,air,,a3a14bcd-f2f0-4998-9c52-63013d9c59d7
Yamagata Airport,Yamagata,Japan,GAJ,38.41189957,140.3710022,air,,b0d37338-a4ce-40c5-8506-249c60ff2a4c
Sado Airport,Sado,Japan,SDS,38.06019974,138.4140015,air,,f6f61f57-5089-4db1-932b-cba20fa1e286
Hachinohe Airport,Hachinoe,Japan,HHE,40.5564003,141.4660034,air,,217fb4a1-5b2e-4707-bdc5-33e17e952226
Hanamaki Airport,Hanamaki,Japan,HNA,39.42860031,141.1349945,air,,681fb608-7a4a-47fb-8cb7-dee80df42ff0
Akita Airport,Akita,Japan,AXT,39.61560059,140.2189941,air,,1d428ec2-5055-4a40-97ee-b4676c930ff7
Misawa Air Base,Misawa,Japan,MSJ,40.70320129,141.3679962,air,,44d41348-a4f3-4a04-af73-12fefdc9c8bb
Sendai Airport,Sendai,Japan,SDJ,38.13970184,140.9170074,air,,5bec4ca3-c474-479f-b717-33c35aafe4e0
Matsushima Air Base,Matsushima,Japan,,38.4048996,141.2200012,air,,1cce260c-da47-4a4d-81fd-111bed6c415e
Atsugi Naval Air Facility,Atsugi,Japan,NJA,35.45460129,139.4499969,air,,1b726986-821b-4d82-967e-c482caf17397
Tateyama Airport,Tateyama,Japan,,34.987099,139.828995,air,,8694bf9a-c10e-42aa-b606-3186e55f4426
Hachijojima Airport,Hachijojima,Japan,HAC,33.11500168,139.7859955,air,,50cf3494-2c68-4752-85af-9f93644865c3
Iruma Air Base,Iruma,Japan,,35.84189987,139.4109955,air,,1822ee6b-efd9-4a67-9029-d3847fd1a3ba
Kisarazu Airport,Kisarazu,Japan,,35.39830017,139.9100037,air,,92fabaf0-7ca6-48be-9abd-3c806f3ff842
Shimofusa Airport,Shimofusa,Japan,,35.7989006,140.0110016,air,,697fdbef-7326-4f8e-9df5-755f4b253af7
Oshima Airport,Oshima,Japan,OIM,34.7820015,139.3600006,air,,2bc85a82-c24f-42b2-95d1-063852cf59b2
Kastner Army Heliport,Zama,Japan,,35.51380157,139.3939972,air,,acda5db0-e230-4339-9ded-4ef5a85197b1
Tokyo Haneda International Airport,Tokyo,Japan,HND,35.552299,139.779999,air,,9f9ace51-77d5-4562-80f6-7c441b4e04c7
Yokota Air Base,Yokota,Japan,OKO,35.74850082,139.3480072,air,,dcc32b0a-dc04-417a-922c-be50b19efe84
Gwangju Airport,Kwangju,South Korea,KWJ,35.123173,126.805444,air,,5d8cef1f-ec21-4c00-8c36-314e2029e021
Jeon Ju Airport (G-703),Jhunju,South Korea,CHN,35.87808,127.119112,air,,4c482964-9127-4b4b-a50c-086553c3678b
Yeosu Airport,Yeosu,South Korea,RSU,34.84230042,127.6169968,air,,18428999-b3c1-44e8-a8c5-a73fa09610a6
Sokcho Airport,Sokch'o,South Korea,,38.14260101,128.598999,air,,e4f71799-1e37-4d72-adcc-6392feeddac4
Gangneung Airport (K-18),Kangnung,South Korea,KAG,37.753601,128.943915,air,,ba5d5c2e-5c07-4e85-bfff-ce998806aea2
Jeju International Airport,Cheju,South Korea,CJU,33.51129913,126.4929962,air,,ef58ecb2-0a0d-480b-a2a4-4d6ca86275be
Jinhae Airbase/Airport (G-813/K-10),Chinhae,South Korea,CHF,35.140248,128.696229,air,,cd867542-9565-48d4-ab59-a679b398c87c
Gimhae International Airport,Busan,South Korea,PUS,35.17950058,128.9380035,air,,4707c776-ad7d-4208-811a-5adc2bcd0e3e
Ulsan Airport,Ulsan,South Korea,USN,35.59349823,129.352005,air,,28727ac6-9f6c-483a-8d47-4073926ea6af
A 511 Airport,Pyongtaek,South Korea,,36.96220016,127.0309982,air,,f7e79e1c-c368-4500-83d5-cc278eb16f09
Seoul Air Base (K-16),Seoul East,South Korea,SSN,37.444744,127.112718,air,,96295f17-727e-4de5-be9a-4ed71992cd21
Osan Air Base,Osan,South Korea,OSN,37.090599,127.029999,air,,9c4906ea-ac84-4ea3-b6a1-2dada9984e8c
Gimpo International Airport,Seoul,South Korea,GMP,37.5583,126.791,air,,b84b40fb-afc3-4722-bb5c-abd1dac8413b
Suwon Airport,Suwon,South Korea,SWU,37.23939896,127.0070038,air,,5da97b01-516d-46b1-9a14-a032e7317b5d
Pohang Airport (G-815/K-3),Pohang,South Korea,KPO,35.987955,129.420383,air,,880f4546-8dea-429b-91ab-f83ae9461d6a
Daegu Airport,Taegu,South Korea,TAE,35.896872,128.65531,air,,f0e5d752-8fd7-4b05-8b6c-cc16f5eedbed
Yecheon Airbase,Yechon,South Korea,YEC,36.630373,128.34971,air,,b8ba9997-a746-4351-86f6-0ae10a9410d5
Naha Airport,Okinawa,Japan,OKA,26.19580078,127.6460037,air,,cf8e9b84-3f3b-4beb-81d2-db6277711cec
Ie Shima Auxiliary Air Base,Iejima,Japan,,26.7257576,127.7649002,air,,e786b02b-f62f-44df-b761-812eada05a33
Kadena Air Base,Kadena,Japan,DNA,26.3556,127.767998,air,,bfdcda26-c75f-45af-99af-57a4e3cc75f8
New Ishigaki Airport,Ishigaki,Japan,ISG,24.396389,124.245,air,,28910bbb-631f-4223-8983-660604f658a4
Kumejima Airport,Kumejima,Japan,UEO,26.3635006,126.7139969,air,,026d416c-f43e-4f3d-be8e-4f68acf9400c
Minami-Daito Airport,Minami Daito,Japan,MMD,25.8465004,131.2630005,air,,9d3a41c7-179f-4b4e-95b7-bab1a64e8cb0
Miyako Airport,Miyako,Japan,MMY,24.78280067,125.2949982,air,,5cbf5761-177f-405d-b113-4d2fb8ae1935
Kitadaito Airport,Kitadaito,Japan,KTD,25.94470024,131.3269959,air,,d8cd95d1-f1a9-49e3-996b-94ce1d898cd3
Shimojishima Airport,Shimojishima,Japan,SHI,24.82670021,125.1449966,air,,6b736b5d-3edf-4cc8-91e0-8726e32d5f0a
Tarama Airport,Tarama,Japan,TRA,24.65390015,124.6750031,air,,4af495d0-0eeb-4373-a304-7dc858122eea
Yoron Airport,Yoron,Japan,RNJ,27.04400063,128.4019928,air,,c0484984-3468-4b42-8faa-821e750e7d4d
Futenma Marine Corps Air Station,Futema,Japan,,26.27429962,127.7559967,air,,74b3099a-34ad-4e99-950b-c499e75d1bd9
Yonaguni Airport,Yonaguni Jima,Japan,OGN,24.46689987,122.9779968,air,,d0f81617-e436-4c8e-8659-0967f88cd21c
Ninoy Aquino International Airport,Manila,Philippines,MNL,14.5086,121.019997,air,,a2f873ca-0f64-4a03-bec3-7debebcb2a99
Awang Airport,Cotabato,Philippines,CBO,7.165239811,124.2099991,air,,69924d4f-865f-465b-b2f2-6f8331edbbe2
Cagayan De Oro Airport,Ladag,Philippines,,8.41562,124.611,air,,24d0ce0a-0533-4253-bd9e-3bdeeb012985
Pagadian Airport,Pagadian,Philippines,PAG,7.830731448,123.4611797,air,,bb586da9-f622-4b43-aaee-2abf11f6b300
General Santos International Airport,Romblon,Philippines,GES,6.058000088,125.0960007,air,,7e94ac66-7fe6-49fd-ad0c-b4ace7d418fd
Zamboanga International Airport,Zamboanga,Philippines,ZAM,6.922420025,122.0599976,air,,64e1492b-0160-4995-96a0-33934832aadf
Loakan Airport,Baguio,Philippines,BAG,16.37509918,120.6200027,air,,0c6282d4-9598-40d0-9b8e-a60498b2049b
Daet Airport,Daet,Philippines,DTE,14.12919998,122.9800034,air,,bdbe11f3-6b8c-48b8-8713-f6b7252a75c6
Basa Air Base,Floridablanca,Philippines,,14.98724,120.492554,air,,7c5fa9d3-1402-4d5f-b4a9-2a745e0cad1b
Lingayen Airport,Lingayen,Philippines,,16.03479958,120.2409973,air,,a87a7d30-250f-4ed6-91ed-61cea72cfaed
San Jose Airport,San Jose,Philippines,SJI,12.36149979,121.0469971,air,,17115e80-13e8-4ca3-b396-9827f0d2cdc7
Fernando Air Base,Lipa,Philippines,,13.95499992,121.125,air,,158ede7e-27cb-48c0-83f8-b5b334e712e8
Mamburao Airport,Mamburao,Philippines,MBO,13.20810032,120.6050034,air,,81294109-123a-4b21-a0d5-ff27061e88d9
Vigan Airport,Vigan,Philippines,,17.55529976,120.3560028,air,,b3471735-1f16-4c8d-ac81-bbf78d59b8eb
Dr.Juan C. Angara Airport,Baler,Philippines,BQA,15.729309,121.500034,air,,2a28be1d-d788-492e-8853-c01e23ad882c
Bagabag Airport,Bagabag,Philippines,,16.6192,121.251999,air,,89e682c8-c816-47f6-9a0c-0d4529eeaf2f
Daniel Z. Romualdez Airport,Tacloban,Philippines,TAC,11.228035,125.027761,air,,0604fc04-146f-4368-9638-5177ddf0f7db
Bacolod-Silay Airport,Bacolod,Philippines,BCD,10.7764,123.014999,air,,29f82a02-0054-4e11-bc7f-487fce0c8b78
Sibulan Airport,Dumaguete,Philippines,DGT,9.333709717,123.3000031,air,,c77d866e-ef18-4894-9e29-82223aa0d57f
Godofredo P. Ramos Airport,Caticlan,Philippines,MPH,11.9245,121.954002,air,,fbc7acfc-c336-4aaf-9531-716e4ad14ca5
Guiuan Airport,Guiuan,Philippines,,11.03549957,125.7419968,air,,8b6c5f4a-6a88-4cfe-8e8a-edb7e4f8620b
Iloilo International Airport,Iloilo,Philippines,ILO,10.833017,122.493358,air,,fd662d86-cc63-43f2-b8bc-c9324543efac
Kalibo International Airport,Kalibo,Philippines,KLO,11.67940044,122.3759995,air,,7d2f67f9-064a-44c0-a0be-7cedbf8978c9
Puerto Princesa Airport,Puerto Princesa,Philippines,PPS,9.742119789,118.7590027,air,,ae117376-4583-4577-8405-d14e435caf34
Evelio Javier Airport,San Jose,Philippines,EUQ,10.76599979,121.9329987,air,,b10a12c8-f5d6-4e13-8951-6821185babd2
Comodoro Pierrestegui Airport,Concordia,Argentina,COC,-31.2969,-57.9966,air,,e6466bf7-7327-48b7-ab29-d80e821b802d
Gualeguaychu Airport,Gualeguaychu,Argentina,GHU,-33.0103,-58.6131,air,,a976cedd-f295-4aaf-9e91-345399cce488
Junin Airport,Junin,Argentina,JNI,-34.5459,-60.9306,air,,7474f166-f9ba-49ca-8e36-69dfee3b0b42
General Urquiza Airport,Parana,Argentina,PRA,-31.7948,-60.4804,air,,77f78d01-dd5f-4134-95da-ad450f6147e8
Islas Malvinas Airport,Rosario,Argentina,ROS,-32.9036,-60.785,air,,b2d69de2-0571-4060-8b30-3fef867cb731
Sauce Viejo Airport,Santa Fe,Argentina,SFN,-31.7117,-60.8117,air,,679a2a8c-9dfa-484a-a52b-89b372c14a4f
Jorge Newbery Airpark,Buenos Aires,Argentina,AEP,-34.5592,-58.4156,air,,6568ad31-f8fa-4fd4-b96a-7b33cfcf4f03
Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,COR,-31.323601,-64.208,air,,e2a8aab5-174f-4761-962e-20f60da8fb26
Chamical Airport,Gobernador Gordillo,Argentina,,-30.34530067,-66.29360198,air,,4eae4903-7d09-407a-9b72-24b6ff0e34df
San Fernando Airport,San Fernando,Argentina,FDO,-34.4532,-58.5896,air,,08d66b05-487b-4b54-8e97-54af5c9f9497
Mariano Moreno Airport,Jose C. Paz,Argentina,,-34.5606,-58.7896,air,,a66c2218-4283-4067-a6cb-528062a30d81
La Plata Airport,La Plata,Argentina,LPG,-34.9722,-57.8947,air,,fe2c7e15-7c53-47c6-bf43-387d49ce9cb4
Moron Airport,Moron,Argentina,,-34.6763,-58.6428,air,,9619a5f7-9ba7-40b8-8ba2-9169a888156b
El Palomar Airport,El Palomar,Argentina,EPA,-34.6099,-58.6126,air,,f84efaf3-35db-4cd4-ab8b-128445fd933f
Chos Malal Airport,Chosmadal,Argentina,HOS,-37.44469833,-70.22250366,air,,d0b28755-6a26-42ef-9531-fd0760963ff4
Dr. Arturo H. Illia Airport,Fuerte Gral Roca,Argentina,GNR,-39.0007019,-67.62049866,air,,044cd58a-3f01-47fe-9235-0d71b24ff9a8
El Plumerillo Airport,Mendoza,Argentina,MDZ,-32.83169937,-68.79290009,air,,fa5861a7-12f6-4d74-a046-88e1988dac0e
Comodoro D.R. Salomón Airport,Malargue,Argentina,LGS,-35.49359894,-69.57430267,air,,974b3b28-0541-496d-82f2-b14abe454dd2
Suboficial Ay Santiago Germano Airport,San Rafael,Argentina,AFA,-34.588299,-68.4039,air,,7dd37086-bee5-4848-8b1d-dfb85aaf3ff3
Catamarca Airport,Catamarca,Argentina,CTC,-28.59560013,-65.75170136,air,,d236aba0-0e5e-4b0e-a4ae-652445666b38
Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago Del Estero,Argentina,SDE,-27.76555634,-64.30999756,air,,486c5b93-fec6-4177-bbc4-3d2ee2ed39f4
Tinogasta Airport,Tinogasta,Argentina,,-28.03779984,-67.58029938,air,,0814640a-288a-4d59-ba86-479d6fc7d6a3
Capitan V A Almonacid Airport,La Rioja,Argentina,IRJ,-29.38159943,-66.79579926,air,,3344b317-1425-4da5-82ca-f56081d359bc
Chilecito Airport,Chilecito,Argentina,,-29.22389984,-67.43890381,air,,c147bc15-770c-489d-8c4f-0db214f9fdce
Teniente Benjamin Matienzo Airport,Tucuman,Argentina,TUC,-26.8409,-65.104897,air,,a0358830-8633-46f3-aef0-f859f6432b95
Domingo Faustino Sarmiento Airport,San Juan,Argentina,UAQ,-31.571501,-68.418198,air,,fac266cc-d1e9-4555-955e-4cc33990cd6d
Area De Material Airport,Rio Cuarto,Argentina,RCU,-33.08509827,-64.26129913,air,,9a99c9b8-8c99-43ee-97f6-60efe14dcafd
Villa Dolores Airport,Villa Dolores,Argentina,VDR,-31.94519997,-65.14630127,air,,6c5bfb59-aed3-48b8-944d-8c00fd267865
La Quiaca Airport,Laboulaye,Argentina,,-22.15060043,-65.57749939,air,,e1fe3f74-6746-4897-bd60-529b22e9b41f
Marcos Juarez Airport,Marcos Juarez,Argentina,,-32.6836,-62.157801,air,,71675c53-8f94-4597-bd6e-8251ed2284a9
Villa Reynolds Airport,Villa Reynolds,Argentina,VME,-33.72990036,-65.38739777,air,,a730cce6-8960-40cf-87b5-d478579e097b
Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,Argentina,LUQ,-33.27320099,-66.35639954,air,,981fe033-f486-4b82-b306-dbde9a065228
Corrientes Airport,Corrientes,Argentina,CNQ,-27.4455,-58.7619,air,,db43c99e-006e-4ffb-adf7-d2660087f206
Resistencia International Airport,Resistencia,Argentina,RES,-27.45,-59.0561,air,,a37e8c0d-a563-4e5a-8422-678664aabcc5
Formosa Airport,Formosa,Argentina,FMA,-26.2127,-58.2281,air,,057e1da1-9b99-45de-8120-3deac1a05c40
Cataratas Del Iguazú International Airport,Iguazu Falls,Argentina,IGR,-25.737301,-54.4734,air,,acb8d161-ef55-4fdd-a9a9-315a92080320
Paso De Los Libres Airport,Paso De Los Libres,Argentina,AOL,-29.6894,-57.1521,air,,a3ba5921-7e3c-4196-9797-c98a231046fc
Monte Caseros Airport,Monte Caseros,Argentina,MCS,-30.2719,-57.6402,air,,499f8529-f74a-4a00-a48a-119cf7cbc9b1
Libertador Gral D Jose De San Martin Airport,Posadas,Argentina,PSS,-27.3858,-55.9707,air,,b7d42679-7785-453a-9bf0-23c0efc0a1e4
Termal Airport,Presidencia R.s.pena,Argentina,PRQ,-26.753611,-60.492222,air,,fd8cbe84-cfed-41f4-94d8-5e716b01cb75
Martin Miguel De Guemes International Airport,Salta,Argentina,SLA,-24.8560009,-65.48619843,air,,9e93835b-05f9-48f3-9aea-93cc8ae5b07d
Gobernador Horacio Guzman International Airport,Jujuy,Argentina,JUJ,-24.392799,-65.097801,air,,bfbb89d1-c15d-4bed-99d4-8a6b08c2605e
Orán Airport,Oran,Argentina,ORA,-23.15279961,-64.32920074,air,,aba9fc87-5bfe-4e2e-aa02-cb8c3f379999
Laboulaye Airport,La Quiaca,Argentina,,-34.13539886,-63.36230087,air,,0f94fbb5-f102-417c-b16e-ed0f890b69c9
El Dorado Airport,El Dorado,Argentina,ELO,-26.39749908,-54.5746994,air,,ba9c4a8f-0f5d-44ac-a22a-d5862e0aacbe
Goya Airport,Goya,Argentina,OYA,-29.1058,-59.2189,air,,cefd3ce9-bd1f-4991-a0a9-eb970f2a27aa
Oberá Airport,Obera,Argentina,,-27.51819992,-55.12419891,air,,c5c438be-5b35-4e57-810e-96f7677e8589
Reconquista Airport,Reconquista,Argentina,RCQ,-29.2103,-59.68,air,,3f654ef7-cbcc-4317-97c8-b18f01f22c20
Curuzu Cuatia Airport,Curuzu Cuatia,Argentina,UZU,-29.7706,-57.9789,air,,2e7e84ad-c811-4298-8ef0-f0a2f322900d
El Bolson Airport,El Bolson,Argentina,EHL,-41.94319916,-71.53230286,air,,9582a56f-2959-447f-b105-bf30a6eb0fc0
General E. Mosconi Airport,Comodoro Rivadavia,Argentina,CRD,-45.7853,-67.4655,air,,18bd9927-190c-4627-ae90-6f6823f896cb
Brigadier Antonio Parodi Airport,Esquel,Argentina,EQS,-42.90800095,-71.13950348,air,,60144477-3b2f-4c24-bad6-333ed500e158
Almirante Marco Andres Zar Airport,Trelew,Argentina,REL,-43.2105,-65.2703,air,,13f0b796-023f-4b28-bac9-2e6235694fcc
Gobernador Castello Airport,Viedma,Argentina,VDM,-40.8692,-63.0004,air,,cf733739-2300-4078-83b6-774233bbc04e
El Tehuelche Airport,Puerto Madryn,Argentina,PMY,-42.7592,-65.1027,air,,8e1a62f1-05df-4e3c-89e7-96a722010cbc
Marambio Base,Marambio Base,Antarctica,,-64.23829651,-56.63079834,air,,ec26d1c1-de3f-47d0-81f7-95b71dd1f403
Puerto Deseado Airport,Puerto Deseado,Argentina,PUD,-47.7353,-65.9041,air,,41b39755-6eae-452f-bf68-b788dd513d0f
Hermes Quijada International Airport,Rio Grande,Argentina,RGA,-53.7777,-67.7494,air,,cd1b9dab-21f1-44e9-9790-1c77a9763bbc
Piloto Civil N. Fernández Airport,Rio Gallegos,Argentina,RGL,-51.6089,-69.3126,air,,c1a2a39e-b658-4ac4-b714-7712819e87f4
Malvinas Argentinas Airport,Ushuaia,Argentina,USH,-54.8433,-68.2958,air,,925dea81-7e6f-47fe-a7c8-8508a51f825e
Capitan D Daniel Vazquez Airport,San Julian,Argentina,ULA,-49.3068,-67.8026,air,,5b6fa719-92df-4954-a468-eb33ca10ea86
Perito Moreno Airport,Perito Moreno,Argentina,PMQ,-46.537899,-70.978699,air,,d1123ec9-1c7b-4979-9d01-f331d1bcaa6d
Santa Cruz Airport,Santa Cruz,Argentina,RZA,-50.0165,-68.5792,air,,1c9c0137-e792-4273-8379-9274f646e558
Comandante Espora Airport,Bahia Blanca,Argentina,BHI,-38.725,-62.1693,air,,f8537505-34ba-4ebe-bed8-2931869d1023
Brigadier D.H.E. Ruiz Airport,Colonel Suarez,Argentina,CSZ,-37.446098,-61.889301,air,,58f9a258-4904-410c-85a4-a80e6f8c61b5
Olavarria Airport,Olavarria,Argentina,OVR,-36.88999939,-60.21659851,air,,3e3d3110-99d4-46a4-95d6-a903fd0018e1
General Pico Airport,General Pico,Argentina,GPO,-35.69620132,-63.75830078,air,,62c08024-2d9d-4567-a827-b32bdb3b8f73
Tres Arroyos Airport,Tres Arroyos,Argentina,OYO,-38.3869,-60.3297,air,,eddcfae0-96c3-4aa2-97f4-306643c911de
Bolivar Airport,Bolivar,Argentina,,-36.1866,-61.0764,air,,3537d694-4faa-41d6-a8da-469ac5b91ecd
Ástor Piazzola International Airport,Mar Del Plata,Argentina,MDQ,-37.9342,-57.5733,air,,138f800d-a5d7-4653-860a-b6128ac9450b
Presidente Peron Airport,Neuquen,Argentina,NQN,-38.949001,-68.155701,air,,a3f06a8b-cc69-4b0e-acfc-89eb33977799
Comodoro Pedro Zanni Airport,Pehuajo,Argentina,PEH,-35.8446,-61.8576,air,,3a200219-a291-4067-8839-547b09ad2931
Santa Rosa Airport,Santa Rosa,Argentina,RSA,-36.588299,-64.275703,air,,ef40c314-57b8-413b-a1d1-99d19a9f7d22
San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,BRC,-41.151199,-71.157501,air,,98bd1d95-8503-494d-844a-b88059e4ce36
Héroes De Malvinas Airport,Tandil,Argentina,TDL,-37.23740005,-59.22790146,air,,5b2864df-f68d-4ee0-bd6f-0d74b97066ed
Villa Gesell Airport,Villa Gesell,Argentina,VLG,-37.2354,-57.0292,air,,bd115e6a-e505-4c85-91da-6eeaa47d5259
Cutral-Co Airport,Cutralco,Argentina,CUT,-38.93970108,-69.26460266,air,,2a87a6c3-1c50-41b2-bd61-eb6eb0e70931
Aviador C. Campos Airport,San Martin Des Andes,Argentina,CPC,-40.075401,-71.137299,air,,9d674291-84a5-40ab-bd7f-72eb8c07f08b
Conceição do Araguaia Airport,Conceicao Do Araguaia,Brazil,CDJ,-8.348349571,-49.30149841,air,,1743aca9-82bd-4296-8e1f-70a5f98f17c0
Campo Délio Jardim de Mattos Airport,Rio De Janeiro,Brazil,,-22.875099,-43.384701,air,,4df2bb7c-1a6b-4486-b4c3-828367c27580
Amapá Airport,Amapa,Brazil,,2.07751,-50.8582,air,,094d0926-a54d-4a9f-8d8b-73462e3caf1b
Araraquara Airport,Araracuara,Brazil,AQA,-21.81200027,-48.13299942,air,,28fff9ab-f7af-49a2-bf0b-544a2fd30138
Santa Maria Airport,Aracaju,Brazil,AJU,-10.98400021,-37.07030106,air,,20f9b039-1aa6-4f24-9eb2-a789ba692a17
Piloto Osvaldo Marques Dias Airport,Alta Floresta,Brazil,AFL,-9.866389275,-56.10499954,air,,dab6b7ec-6735-4b49-b731-4720c6b2bfb0
Araçatuba Airport,Aracatuba,Brazil,ARU,-21.1413002,-50.42470169,air,,655fbb5e-d5fc-4a2f-ba1d-ca4ce2bafacf
Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,BEL,-1.37925005,-48.47629929,air,,381d7a0f-78f5-4bd1-9068-b4f2c9628849
Comandante Gustavo Kraemer Airport,Bage,Brazil,BGX,-31.39049911,-54.11220169,air,,e5c6e336-58d6-4269-b88c-65abc1616fd0
Pampulha - Carlos Drummond de Andrade Airport,Belo Horizonte,Brazil,PLU,-19.8512001,-43.95059967,air,,21355e17-3feb-44c1-9bc4-4d3575677f84
Bacacheri Airport,Curitiba,Brazil,BFH,-25.40509987,-49.23199844,air,,2e908e4f-2e7d-4458-b322-af198be0c64b
Major Brigadeiro Doorgal Borges Airport,Barbacena,Brazil,,-21.2672,-43.761101,air,,4165710e-240e-44e1-bad9-f4f354c64b20
Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,BSB,-15.86916733,-47.92083359,air,,cb609729-c7bb-463a-ba8a-953f0850b638
Bauru Airport,Bauru,Brazil,BAU,-22.34499931,-49.05379868,air,,bd1f306a-0f4c-406c-ba58-e57fa17dd834
Atlas Brasil Cantanhede Airport,Boa Vista,Brazil,BVB,2.841388941,-60.6922226,air,,10bb2d6c-2383-4757-a282-be4a10b8d0d5
Barra do Garças Airport,Barra Do Garcas,Brazil,BPG,-15.86130047,-52.38890076,air,,4a784fde-6a64-4628-b77b-46e02fbb8462
Cascavel Airport,Cascavel,Brazil,CAC,-25.00029945,-53.50080109,air,,5899279b-6734-4b8b-9abb-0e8bbf9ec8f0
Cachimbo Airport,Itaituba,Brazil,,-9.333939552,-54.9654007,air,,6b0f75ce-3f7c-4b5e-85aa-9986de09dc16
Tancredo Neves International Airport,Belo Horizonte,Brazil,CNF,-19.62444305,-43.9719429,air,,6c29fa5f-f484-45a9-b844-97c681ba9c8a
Campo Grande Airport,Campo Grande,Brazil,CGR,-20.46870041,-54.67250061,air,,ace25676-add7-42a0-b5bc-580d8bc24190
Serafin Enoss Bertaso Airport,Chapeco,Brazil,XAP,-27.13419914,-52.65660095,air,,4657aa5f-2ccc-4a4c-a9ae-ecb3244c75fc
Brig. Lysias Augusto Rodrigues Airport,Carolina,Brazil,CLN,-7.320439816,-47.45869827,air,,b5cbba85-2792-4fef-9886-61898ba0db35
Diomício Freitas Airport,Criciuma,Brazil,CCM,-28.72444344,-49.42139053,air,,eac68360-73ea-4d02-994f-a13479c3c871
Canoas Air Force Base,Porto Alegre,Brazil,,-29.945928,-51.144413,air,,968af4c0-db23-4477-b9fc-d466e473ffe2
Bartolomeu Lisandro Airport,Campos,Brazil,CAW,-21.69829941,-41.30170059,air,,f674c4c2-8297-4f0a-bb80-a3b2ecfd2647
Corumbá International Airport,Corumba,Brazil,CMG,-19.01194382,-57.67139053,air,,33de9deb-c76e-4acb-85fb-23cedc1a8522
Afonso Pena Airport,Curitiba,Brazil,CWB,-25.5284996,-49.17580032,air,,c769a01d-3353-4e44-bfd6-f2992f41f556
Caravelas Airport,Caravelas,Brazil,CRQ,-17.65229988,-39.25310135,air,,69f8f31a-9027-480f-baff-f8f15502ef2b
Hugo Cantergiani Regional Airport,Caxias Do Sul,Brazil,CXJ,-29.19709969,-51.1875,air,,a68e2482-e60c-4fbb-a3a5-77b7274afac1
Marechal Rondon Airport,Cuiaba,Brazil,CGB,-15.65289974,-56.11669922,air,,b7bdb149-940a-4af6-9d5f-9bef17aa718a
